geneid,mm,mv
GRMZM2G132607,0.15743109178222,NA
GRMZM2G141320,0.00244771233334323,NA
GRMZM2G040129,0.365931392235609,NA
GRMZM2G580853,0.781546487271379,0.119563349634686
GRMZM2G121302,0.848697008840444,0.0709919192215406
GRMZM2G121312,0.00217176904706252,0.00078008651041857
GRMZM2G121398,0.857386070130351,0.0689253239900676
GRMZM5G839014,0.475970150794496,NA
GRMZM5G836190,0.00309079820741556,0.00176225726876196
GRMZM5G854901,0.0293979689685262,NA
GRMZM5G879527,0.00215450228298873,NA
AC234203.1_FG009,0.844392897173489,0.0580092187351272
AC234203.1_FG010,0.313937172981116,0.095635759748172
AC234203.1_FG011,0.778120482992312,0.0755250012055608
AC234203.1_FG004,0.179009750923704,0.0235309854278792
GRMZM5G822593,0.00835056051169054,NA
GRMZM2G161004,0.207499882187933,0.0672939867393726
GRMZM2G160917,0.00268887705764313,NA
GRMZM2G115442,0.264536874434985,0.0490000989759504
GRMZM2G022499,0.00249302977590479,0.000998730260978228
GRMZM2G403669,0.870416200632701,0.0877060721334776
GRMZM2G403667,0.319685367976369,0.183448884390629
GRMZM2G403664,0.290906895650646,0.186185864053271
GRMZM2G007681,0.580146019098155,NA
GRMZM2G430455,0.792074987033664,0.0959470862290325
GRMZM2G130659,0.855860901614743,NA
GRMZM2G430522,0.0111485969791848,0.00400115983116963
GRMZM2G467263,0.00207551307810423,0.000939507869131074
GRMZM2G168669,0.00517046572928926,0.00440042810959355
GRMZM2G342437,0.385159412754357,0.0288379195241694
GRMZM2G042622,0.822832021453085,0.0564640062280967
GRMZM2G357919,0.651808938412331,0.111965235867499
GRMZM2G055992,0.146041170878197,0.0151645089386183
GRMZM2G056056,0.002149715613234,0.000700444244937821
GRMZM2G056122,0.0144768498931187,NA
GRMZM2G088627,0.173181887314768,NA
GRMZM2G009009,0.00280418877499086,0.00158550840703324
GRMZM2G009117,0.00220661497493734,0.000697550546679198
GRMZM2G308873,0.844750830200501,0.0563054136064593
GRMZM2G124557,0.303689573513545,NA
GRMZM2G124638,0.0596188033381709,0.0149709533201427
AC186691.4_FG006,0.897408893557423,0.047085308829814
GRMZM2G172723,0.156572387039793,0.0733118633030822
GRMZM2G068193,0.0111830937468521,0.00753743149189869
GRMZM2G004582,0.347772123327792,NA
GRMZM2G169270,0.175954491247883,0.0166491003857618
GRMZM2G168893,0.0214434221312585,NA
GRMZM2G168849,0.0536835985913865,NA
GRMZM2G141784,0.179302439940904,0.0237286485809178
GRMZM2G047968,0.0425677925875294,0.0155424284701281
GRMZM2G083128,0.194089786284259,0.0408761589872849
GRMZM2G016088,0.00194459472806286,0.00106044091384633
GRMZM2G016079,0.00272089245524191,0.00111298838786046
GRMZM2G480434,0.00279979929910561,0.00106695115067079
GRMZM2G041996,0.907817520091811,0.0535981860525422
GRMZM2G033656,0.00375352459761665,0.00193750541361154
GRMZM2G107106,0.533333333333333,NA
GRMZM2G085136,0.5,NA
AC194172.3_FG008,0.19564107553771,NA
GRMZM2G151216,0.00266927994882163,0.00107206650882575
GRMZM2G067238,0.00315751696311768,0.00134654567767368
GRMZM2G157307,0.915233160657272,0.03683063959592
GRMZM2G157350,0.00257323446629783,0.00104134112808868
GRMZM2G046443,0.00218951801209081,0.0012245984238001
GRMZM2G351239,0.00427841596366666,NA
GRMZM2G070163,0.0321149412879289,0.0205294921388021
GRMZM2G169820,0.284373756090076,0.033692118778265
GRMZM2G329750,0.0138021198593242,0.00362302886983868
GRMZM2G003004,0.0246896858799637,0.0215818328797232
GRMZM2G166355,0.256154387419123,0.043340258604027
GRMZM2G166407,0.230891173756951,0.0881197864311644
GRMZM2G149480,0.198659366369569,NA
GRMZM2G149474,0.00245883166114114,0.000944635139223372
GRMZM2G449123,0.324902234132421,0.0611452970848725
GRMZM2G161579,0.9375,NA
GRMZM2G084149,0.167738949682238,0.0277734313283767
GRMZM2G703850,0.52646142503824,NA
GRMZM5G821426,0.865679626716849,NA
GRMZM2G061542,0.303127123719721,NA
GRMZM2G005652,0.463890492251098,NA
GRMZM2G076257,0.255883599931201,0.0417819761746951
GRMZM2G006293,0.353657953965401,NA
GRMZM2G067049,0.00245379959860071,NA
GRMZM2G074270,0.0870783322339542,0.0200188430328233
GRMZM2G074114,0.108439270264287,0.0285022487458368
GRMZM2G132780,0.200616502888338,0.0171682089706182
GRMZM2G132712,0.393721862952394,0.0342115449397944
GRMZM2G132667,0.00353296945099736,0.00201518502470041
GRMZM2G337191,0.0471296144506728,0.0338594185014485
GRMZM2G337190,0.00265578719526088,0.00184587890179995
GRMZM2G040509,0.0346046693429959,0.0109484913095471
GRMZM2G337139,0.017096503068387,0.00923848023820496
GRMZM2G404188,0.00694338976212266,0.00401112734191728
GRMZM2G026664,0.39259044011544,0.175053402630042
GRMZM2G329909,0.0920906589114061,NA
GRMZM5G896294,0.00221045354714085,0.00110682019528459
GRMZM2G386209,0.00308460956580725,0.00232910768633015
GRMZM2G427451,0.00197442816780995,0.00092804303171604
AC197246.3_FG003,0.392513168548903,0.105003020782726
GRMZM2G703853,0.0116452991452991,NA
GRMZM5G828396,0.00355049031747484,NA
AC197246.3_FG001,0.0437012759243479,0.0246891636239477
GRMZM2G032531,0.888272453112943,0.0258845398826982
GRMZM2G032597,0.0342076666317821,0.0202459640066872
GRMZM2G703856,0.930221476434857,0.0430072288972476
GRMZM2G008789,0.242282049573304,0.112854163990941
GRMZM2G096585,0.10228942278085,0.0244178865445981
GRMZM2G096806,0.177375170461693,0.0501856747921146
GRMZM2G179354,0.00267118542735166,0.00112658663188514
GRMZM2G179366,0.370417397330052,0.0259484075282558
GRMZM2G124797,0.893108640658778,NA
GRMZM2G161233,0.00203751532916501,0.000856939822260066
AC207619.3_FG001,0.924104670896699,0.0436147784670717
GRMZM2G703858,0.00917037524867633,0.00467003440157658
GRMZM2G012123,0.182487496351544,NA
GRMZM2G012453,0.215548087145086,0.0274945681367993
GRMZM2G703860,0.945227653201499,NA
GRMZM5G842214,0.450569313672439,NA
GRMZM2G159316,0.886310332335766,0.0606576939024289
GRMZM5G871093,0.0149217988199312,0.0110356880265182
GRMZM5G894518,0.0698477298042193,0.0178025864555218
GRMZM5G855396,0.00269383478994668,0.00117726394895403
GRMZM5G872373,0.0506877700616523,NA
GRMZM5G866884,0.160534916433022,0.0394601798199391
GRMZM2G148220,0.810085467846916,NA
GRMZM2G424241,0.014704236031761,0.00605640487188235
GRMZM2G148648,0.00185628805407607,0.000857567475759164
GRMZM2G383817,0.872357629293576,NA
AC213524.3_FG003,0.834745762711864,NA
GRMZM2G124357,0.728214569160998,NA
GRMZM2G425189,0.965277777777778,NA
GRMZM2G124417,0.00813304588404563,0.00423340651384043
GRMZM2G124436,0.00197959558162797,0.00105208786888283
GRMZM2G142357,0.0350610765124914,NA
GRMZM2G142383,0.0463854015811027,0.0039111977700358
GRMZM2G020429,0.132593697058774,0.0451734499837427
GRMZM2G421556,0.856923443577321,0.0642136422710512
GRMZM2G421579,0.268347223151407,NA
GRMZM2G148744,0.252918650847852,0.01689006661046
GRMZM2G165298,0.913045078336388,NA
GRMZM2G165301,0.00217658722826992,0.000813885559730684
GRMZM2G114739,0.151029430847954,0.0380224592708288
GRMZM2G114816,0.0339374458033013,0.00849313377523223
GRMZM2G114841,0.0290137944314028,0.0135599676811768
GRMZM2G114904,0.369583063510492,0.049162054307969
GRMZM2G159397,0.104872763864043,0.0154288295433483
GRMZM2G171111,0.0962655330852171,NA
GRMZM2G443517,0.0421603190636524,0.0293723069199936
GRMZM2G098986,0.33105230895155,0.0156923336091696
GRMZM2G407249,0.11641628347244,0.0329617279634992
GRMZM2G025302,0.5,NA
GRMZM2G041262,0.00286512152936015,0.0013815909140216
GRMZM2G136523,0,NA
GRMZM2G136534,0.00248056301347822,NA
GRMZM2G083725,0.00208969461904451,0.00108413976777246
GRMZM2G083551,0.14020667051843,0.0397261719552137
GRMZM2G083538,0.00287416647601782,0.00180086183857919
GRMZM2G135617,0.0213926662399035,0.0125690364414546
GRMZM2G135654,0.0625594868971185,0.0133376296672282
GRMZM2G436319,0.0685976401488753,0.0240387742220035
GRMZM5G886044,0.231967086991999,NA
GRMZM2G075042,0.00204411105645734,NA
AC205814.3_FG001,0.832506687130484,0.0809777752391535
GRMZM2G368827,0.00463398910386139,NA
GRMZM2G068657,0.272359106768523,0.0255044259743909
GRMZM2G075003,0.0558897646195634,0.0266288629881267
AC209698.3_FG004,0.979636921768707,NA
GRMZM2G064962,0.0754928245227329,0.0350226993844712
GRMZM2G054252,0.00161475605732894,NA
GRMZM2G136453,0.0103733393777888,0.00217516477865189
GRMZM2G043198,0.145522246214808,0.0215770449027584
GRMZM2G138425,0.261807478986755,NA
AC194272.3_FG003,0,0
GRMZM2G159996,0.00232270489466675,NA
GRMZM5G882527,0.0043624103735317,0.00220828769214156
GRMZM2G020631,0.0183156704840806,NA
GRMZM5G872204,0.364246606673315,NA
GRMZM5G814441,0.342570334443973,NA
GRMZM2G080565,0.344852410768533,0.0392924388723849
GRMZM2G309731,0.00178482876581432,0.000931582999847112
GRMZM2G041797,0.170479443896234,0.0442522135830543
GRMZM2G317770,0.0492076622111817,0.0174524892577926
GRMZM2G048129,0.00216234659476147,0.00136390265434248
GRMZM2G033828,0.118478614676735,NA
GRMZM2G339163,0.849870695970696,NA
GRMZM2G353483,0.015362726126457,NA
GRMZM2G353485,0.0018762531545296,0.00140624617828141
GRMZM2G053027,0.0421902608461225,0.0053512779563345
GRMZM2G053117,0.841381487379973,0.0663596539379798
GRMZM2G053231,0.865755613983713,NA
GRMZM2G153823,0.438315583403306,0.0317478545049035
GRMZM2G153945,0.23234742012799,0.0338601296566191
GRMZM2G452523,0.194964168957723,0.0424446602112668
GRMZM2G143644,0.325385714562956,0.00892343274973939
AC206989.4_FG002,0.328128401559454,0.102357361693613
GRMZM2G030494,0.00224362686366802,0.000843230400445159
GRMZM2G332294,0.0024170024313068,0.00107713815977286
GRMZM2G069476,0.0242170461265567,NA
GRMZM2G069594,0.100591754748069,0.0383174215162431
GRMZM2G107336,0.124397591595603,0.0137354048115343
GRMZM2G051795,0.170963381889751,0.0434638512629188
GRMZM2G045135,0.0638160506579161,0.00680528491293983
GRMZM2G045401,0.230856799188605,NA
GRMZM2G045503,0.247101228031698,0.0377293418559949
GRMZM2G045568,0.00215159709301544,0.000735212345323462
AC208026.3_FG005,0.871302311186978,0.0401554616391695
GRMZM2G045580,0.875122450739197,0.0651033325450358
GRMZM2G322748,0.00271584208787897,NA
GRMZM2G019050,0.405584156694543,0.033952960480898
GRMZM2G325786,0.922427315178061,NA
GRMZM2G472671,0.0023620654428704,0.000982406823915106
GRMZM2G077320,0.149556972110707,0.0499709163516267
AC216253.3_FG005,0.917855809253526,0.0270522873409013
GRMZM2G175280,0.0556224840492877,0.016178569421468
GRMZM2G477872,0.290690885144779,NA
GRMZM2G107031,0.00206067322185107,0.000628059900387902
GRMZM2G175396,0.0193872251152246,NA
GRMZM2G175423,0.00451803127344495,0.00231881231160011
GRMZM2G175856,0.00236194638163792,0.0013862911464273
GRMZM2G159581,0.0133239667878934,0.0065433566996515
GRMZM2G703866,0.623464741112459,0.049260726317362
AC206030.4_FG001,0.00224322703554336,0.000863239667135514
GRMZM2G380227,0.832610759371784,NA
GRMZM2G081160,0.910326135276612,0.0459660947569417
GRMZM2G379773,0.74086795423243,NA
GRMZM2G079956,0.00289291871347364,NA
GRMZM2G164909,0.0109966161302712,0.00530158454136352
GRMZM2G000435,0.0017419847562563,0.000778062946664411
GRMZM2G021687,0.00226987777901715,0.00146197902141178
GRMZM2G021816,0.0187679361140303,0.00798626362017266
GRMZM2G049346,0.0382055698163206,NA
GRMZM2G177862,0.903237176774543,0.0283051059699903
GRMZM2G142962,0.00233810267357667,0.00110255607289778
GRMZM2G318475,0.122456205803072,0.0336961721647026
AC203363.3_FG007,0.883061181803606,NA
GRMZM2G017110,0.00238781977307629,0.00117010677841801
GRMZM2G154267,0.105620810497258,0.0379431544249881
GRMZM2G323750,0.914071363821364,NA
GRMZM2G155340,0.0168751311099025,NA
GRMZM2G434462,0.867891032022574,0.0653751497083756
GRMZM2G561114,0.000744047619047619,NA
GRMZM2G703870,0.195165226362904,0.0435047450306659
GRMZM2G123094,0.0304059722486506,0.00828761746165378
GRMZM2G050556,0.0604478783151553,NA
GRMZM2G353607,0.840089448188653,NA
GRMZM2G037751,0.8,NA
GRMZM2G083053,0.284552845528455,NA
GRMZM2G302295,0.333333333333333,NA
GRMZM2G001877,0.453883097383097,NA
GRMZM2G001803,0.0534220671979651,0.00597122010240019
GRMZM2G055968,0.00310109853322531,0.00119134169439561
GRMZM2G352381,0.885646036434407,NA
GRMZM2G076723,0.00287919035015967,0.00162005550450132
GRMZM2G379237,0.107504259832588,NA
GRMZM2G393215,0.213208677648617,NA
GRMZM2G092925,0.0178691114775858,0.0119193975471682
GRMZM2G146926,0,NA
GRMZM2G134735,0.00227581638443352,0.000973571240594503
GRMZM2G113165,0.00299723308189462,NA
GRMZM2G113191,0.0401687631130218,NA
GRMZM2G412846,0.156733975348147,0.0124091886403454
GRMZM2G030594,0.425594889746259,0.0245771657193145
GRMZM2G117189,0.114715519933722,0.0187141351632666
GRMZM2G117250,0.00293811012013688,NA
GRMZM2G415781,0.827880188439012,0.0708015523199453
GRMZM2G415785,0.049043936036747,0.0134177720369443
GRMZM2G478417,0.00730254366968219,NA
GRMZM2G178239,0.700260416666667,0.158723958333333
GRMZM2G386460,0.109958420413221,0.020922151917458
GRMZM2G386463,0.103958915664163,0.0287478837883751
GRMZM2G070172,0.00327259028772399,0.00190318819228668
GRMZM2G369472,0.00315989806529245,0.00185986973610274
GRMZM2G070079,0.0124791229655891,NA
GRMZM2G530860,0.953188080808081,NA
GRMZM2G031468,0.00184272671772672,0.00104044484335109
GRMZM2G334639,0.00252327889563079,0.00116915982979038
GRMZM2G031169,0.00779784759602325,0.00499654815805047
AC206031.3_FG007,0.00335549301786415,0.00158820458121489
GRMZM2G031065,0.00218445657972746,0.0011402078838377
GRMZM5G881887,0.0015232105360419,0.000689586381433056
GRMZM2G104938,0.0023445271940698,0.0013050207418355
AC218900.3_FG001,0.0015441706539075,NA
GRMZM2G141019,0,NA
GRMZM2G007969,0.00553610438740714,0.00331549093280707
GRMZM2G442763,0.145315376726197,NA
GRMZM2G141607,0.00190150842509743,0.00108704891276698
GRMZM2G141634,0.0467431949163059,0.0128110631863929
GRMZM2G117347,0.0167136853533637,0.0124506332058434
GRMZM2G117378,0.00316838468436996,0.00189994217623793
GRMZM2G349749,0.00285684605123808,NA
GRMZM5G865811,0.00277171979345596,0.00151904126675574
GRMZM5G814389,0.00306291985700589,0.00173106126682999
GRMZM5G889620,0.10461866798283,NA
GRMZM5G890871,0.506085963804714,0.22235652328343
GRMZM2G082640,0.492290300635556,0.0720947286329861
GRMZM2G082630,0.00236064071166335,0.00125609027706001
GRMZM2G082573,0.897493966329124,0.0346381243571768
GRMZM2G457309,0.00401905359239885,0.00243634505741195
GRMZM2G157010,0.184568272157791,0.0318803870859034
GRMZM2G157018,0.0868971779821915,0.0193881539709828
GRMZM5G830293,0.827613466328333,NA
AC209845.4_FG010,0.00286625492925949,NA
GRMZM2G367829,0.875181627205153,0.0550335244114688
GRMZM2G136443,0.211595099749399,NA
GRMZM2G436593,0.00261810502957331,0.00136494614807433
GRMZM2G136395,0,0
GRMZM5G829831,0.832505096055021,NA
GRMZM2G152156,0.927862290862291,NA
GRMZM2G133413,0.00181497705800707,NA
GRMZM2G157772,0.872763823324485,NA
GRMZM2G346920,0.00271193054095342,0.00126552903345273
GRMZM2G004191,0.297623258007022,NA
GRMZM2G004079,0.290671525979721,0.0494914489339548
GRMZM2G419024,0.845266955895763,NA
GRMZM5G899800,0.128328441710138,0.00870603254788277
GRMZM2G416069,0.277893480228349,0.0458191401464241
GRMZM2G115730,0.00278292100953442,0.00127889562473137
GRMZM2G115750,0.0884779164383472,0.0202350732507381
GRMZM2G017045,0.00244304694325391,0.00138238511720301
GRMZM2G318803,0.405269134878404,0.0445980633238832
GRMZM2G318794,0.00298929402110456,0.00166716942075329
GRMZM2G016210,0.018444513874392,NA
GRMZM2G148896,0.554195948736807,NA
GRMZM2G148867,0.0106292398658377,NA
GRMZM2G464469,0.854199258090551,NA
GRMZM2G165011,0.149267692226851,NA
GRMZM2G056686,0.144009979894838,NA
GRMZM2G028386,0.00257039225624321,0.00104939479378633
GRMZM2G493946,0.885179758219077,0.0525705554545053
GRMZM5G852533,0.410942385477583,0.025124871789359
GRMZM5G833477,0.28076008015729,0.0294317601445085
GRMZM2G164872,0.626396989475624,0.164047135011597
GRMZM2G422373,0.00174494000340132,0.00049119350925172
GRMZM2G123016,0.0273889513839691,0.00548225560851128
GRMZM2G315375,0.0166135067058285,0.00660029299552647
GRMZM2G491632,0.0873769949066214,NA
GRMZM2G328309,0.870683851674641,0.0394376014221159
AC198871.3_FG002,0.897564787656288,0.0569906590822895
AC192608.3_FG004,0.0121606311647466,0.00585700907041089
GRMZM2G112377,0.00279778783166956,0.00136171659228152
GRMZM2G412598,0.00206138465507661,0.000979151276522755
AC186231.4_FG002,0.558232012599128,0.0733721891676342
GRMZM2G092268,0.00301903582958299,NA
GRMZM2G090115,0.83725060892173,NA
GRMZM2G389233,0.281993200818667,0.0307702905861425
GRMZM2G090177,0.00301616785618534,0.00171420634816081
GRMZM2G179703,0.00214680227013025,0.000892248983459505
GRMZM2G109977,0.246345667945541,0.0546889825946865
GRMZM2G340305,0.0585397365832223,0.0208683025492345
AC185587.3_FG003,0.656409528644141,NA
GRMZM2G129513,0.0195859016063486,0.0104234485352275
AC215309.3_FG001,0.755202752321126,0.0889862549409631
GRMZM2G139683,0.0592389683117829,0.00405438179521034
AC215309.3_FG004,0.36347378593853,0.0485445784245796
GRMZM2G139695,0.904712692411518,0.052465403692439
GRMZM2G030511,0.0509297798417613,0.0335246853319573
GRMZM2G030531,0.910220382074977,0.0491852454275233
GRMZM2G106883,0.7826,0.0630846675438596
GRMZM2G106899,0.904960010799924,0.0488452007299955
GRMZM2G106928,0.0441311884252674,0.00724619539868816
GRMZM2G106980,0.098051478227959,NA
GRMZM2G086119,0.839378813924426,NA
GRMZM2G086123,0.014931473448015,NA
GRMZM5G804575,0.00400183079286547,0.00236533764792719
GRMZM5G840852,0.843122825786696,0.0829531689124837
GRMZM2G448142,0.0747474779849639,NA
GRMZM2G448151,0.0262136197428939,0.0143476862301871
GRMZM2G448161,0.0761044978566097,NA
GRMZM2G448174,0.0784577684465326,NA
GRMZM2G448344,0.0641306079741838,NA
GRMZM2G448389,0.0170773217049978,NA
GRMZM2G314292,0.00262787924363272,0.000781404319432111
GRMZM2G171934,0.00301364762403671,0.00175579464669083
AC192204.3_FG005,0.751477488390999,0.102227714528618
GRMZM2G052461,0.875768144293316,0.0666990263568542
AC234528.1_FG001,0.898870620245139,NA
AC234528.1_FG004,0.0391963293650794,0.0174549420109711
AC234528.1_FG005,0.163012971047802,0.0161686116235083
AC234528.1_FG006,0.00232035462128561,0.00114626563754075
AC208434.3_FG001,0.923733268889169,NA
GRMZM2G358274,0.84742109194555,0.061345360924984
AC208434.3_FG007,0.848211795205727,0.0853919470140874
GRMZM2G103258,0.0926306054224304,NA
GRMZM2G103197,0.00253958978589569,0.00148639614410975
GRMZM2G357804,0.303748132234498,0.0221887718627129
GRMZM2G057608,0.140557516911673,0.0135076187532707
GRMZM2G058402,0.22368396088937,0.0592448542315041
GRMZM2G167548,0.0597884857746313,0.0250701084621136
GRMZM2G167836,0.0441886983935875,0.0132186092469054
GRMZM2G320689,0.0830046441206452,0.0243390715585228
GRMZM2G320708,0.0420857516453388,0.0186034983110736
GRMZM2G022866,0.0372596728996743,NA
GRMZM2G023059,0.0882105196580182,0.0284537231896887
GRMZM5G894292,0.00490196078431373,NA
GRMZM5G837969,0.852269923816756,0.0712627182959343
GRMZM5G825090,0.297139206737023,NA
GRMZM2G383140,0.0369894820865409,0.0211019138146168
AC208702.3_FG007,0,NA
GRMZM5G898006,0,NA
GRMZM2G144387,0.131119315448936,NA
GRMZM2G144978,0.00268577836637047,NA
GRMZM2G144982,0.108145987999901,NA
GRMZM5G882446,0.00735294117647059,NA
GRMZM5G804772,0.0357142857142857,NA
GRMZM2G472547,0.0857142857142857,NA
GRMZM2G015344,0.448145643303635,0.0267411998988785
GRMZM2G319345,0.0156361732752489,0.0120675245120358
GRMZM2G016439,0.0832959941520468,0.0227994618374512
GRMZM2G319357,0.158949766114521,NA
AC212244.4_FG004,0.00378849010052432,0.00213156271981664
GRMZM2G158479,0.226911729328027,0.0303202527058413
GRMZM2G158462,0.0794336406816312,0.0309116728042463
GRMZM2G158437,0.168019367405205,NA
GRMZM2G456217,0.00402936167100122,0.00227676076813071
AC194264.3_FG006,0.350649408404733,0.0155572591827265
GRMZM2G449163,0.628359803921569,0.0577914291750137
GRMZM2G449177,0.164703464912281,0.0196339592933723
GRMZM2G149414,0.0607857480122546,NA
GRMZM2G149442,0.193974721551755,0.0337034647120458
GRMZM2G449244,0.917313070053636,NA
GRMZM2G015588,0.00496082894068677,0.00342732266831941
GRMZM2G025488,0.284724760355879,0.0467413866148885
GRMZM2G104516,0.00214813292166551,0.00107534483471535
GRMZM2G180575,0.265500362318396,0.0478209444072826
GRMZM2G046005,0.201953901500842,0.0480190377111617
GRMZM2G346513,0.843600092173622,0.0659869131623311
GRMZM2G480777,0.889695641447368,0.0581486870928902
GRMZM2G590803,0.884580842639688,0.0460214089271279
GRMZM2G179677,0.00198223258939203,NA
GRMZM2G154124,0.0942171429918883,0.00784582966893039
GRMZM2G095579,0.0248397975245997,NA
GRMZM2G143878,0.337439421510462,0.0345946365545505
GRMZM2G143917,0.0866445819859363,0.00913401285730793
AC202011.3_FG010,0.564219174890351,0.119914169407357
GRMZM2G158890,0.00314793412599801,NA
AC205379.3_FG012,0.84243583872035,0.0958618861002664
GRMZM2G454482,0.372294778045088,0.0248989720151451
GRMZM2G329146,0.00204339052265233,0.00113288416606391
GRMZM2G409960,0.00398913985071869,0.00204263402810166
GRMZM2G112617,0.0062515452130655,NA
GRMZM2G119761,0.36612824566079,0.031323925005052
GRMZM2G119812,0.000994190598199352,0.000275352638696132
GRMZM5G818549,0.827803920486119,0.0667418826025196
GRMZM2G342687,0.00530706468633965,NA
GRMZM2G342655,0.0029612586837604,0.00135711451222289
GRMZM2G373447,0.85091966974592,NA
GRMZM2G175818,0.110178948976805,0.0304926736978061
GRMZM2G175779,0.00370990645913649,NA
AC185611.3_FG001,0.035649316018398,0.0266874357329082
GRMZM2G084583,0.00250311450104763,0.0012115219417769
GRMZM2G063883,0.886314714410798,NA
GRMZM2G112056,0.844245963157465,0.0693236667737663
GRMZM2G049057,0.290714749711569,0.0678529334383939
GRMZM2G043353,0.00254602679896118,0.00105364673639176
GRMZM2G303157,0.0571318310980027,0.0117703113378575
GRMZM2G303149,0.00251423677568537,0.00172164675386918
GRMZM2G037839,0.606467685275251,0.126590219890868
GRMZM2G037655,0.0644772090200714,0.0161425471765176
AC202953.3_FG003,0.0136458333333333,0.00854861111111111
GRMZM2G037650,0.329846106416089,0.0866826806725864
GRMZM2G037648,0.896163273182957,0.0355799147507085
GRMZM2G022293,0.107712620851371,0.01560235377886
GRMZM2G089528,0.00214247174345603,0.000937565384349611
GRMZM2G460383,0.0757085980244285,NA
AC186619.3_FG001,0.215224439091375,NA
GRMZM2G042407,0.0888288599126376,0.0242760006317692
GRMZM2G042479,0.835822900589749,NA
GRMZM2G083364,0.576355627705628,NA
GRMZM2G092823,0.018801200988366,0.00768251944469104
GRMZM2G122064,0.174545904872108,0.0483090545068919
GRMZM2G122126,0.0171433430291676,0.00682142008118125
GRMZM2G348452,0.00289709211270421,0.00158278508155227
GRMZM2G438749,0.772393439571197,NA
GRMZM2G363004,0.850207922526032,NA
AC195794.3_FG002,0.758748316859731,0.0793815302872204
GRMZM2G148281,0.0186975941555525,NA
GRMZM2G088980,0.753160364138454,NA
GRMZM2G388140,0.111647829302327,0.072607885571999
GRMZM2G388134,0.123214878669665,NA
GRMZM2G178924,0.11692642502793,0.0100252030381205
GRMZM2G479318,0.00180473167048111,0.000563685987441767
GRMZM2G178913,0.0248673113481489,0.00658583720343584
GRMZM2G021074,0.0905233366549234,0.0219160257360461
GRMZM2G061833,0.668891111349656,0.118855981584745
GRMZM2G101245,0.00282273599849633,NA
GRMZM2G101268,0.00178081462848297,0.00064215189628483
GRMZM2G401147,0.00721212293781779,0.00197541456818184
GRMZM2G101422,0.00139751152390781,0.000399053238390093
GRMZM2G503181,0.937858455882353,0.0173791844362745
GRMZM5G858884,0.882927377005734,0.04760875220685
GRMZM2G028726,0.00293015591241101,0.00130241634547646
GRMZM2G050583,0.00715809663132811,NA
GRMZM2G029527,0.0761485297704463,0.0247359605124526
GRMZM2G470452,0.00218834246492467,0.000698996861894312
GRMZM2G163745,0.00294959094368341,0.00139089145387727
GRMZM2G448258,0.105621107347083,0.00738732726844997
GRMZM2G448185,0.00335726622308127,NA
GRMZM2G125557,0.0520913405662389,NA
GRMZM2G059465,0.00260328816601069,NA
GRMZM2G059502,0.00236913729783498,0.00171909457330968
GRMZM2G454170,0.811338849792974,0.082818421780942
GRMZM2G307892,0.899326497701017,0.0765118134662346
GRMZM2G460861,0.00470078845326112,0.00349340291787858
GRMZM2G053037,0.895090757243173,0.0473868664304514
GRMZM2G400156,0.00333726304233912,0.00200691026492337
GRMZM2G059138,0.00666883525089326,0.00376175396291287
GRMZM2G050851,0.245641033138402,0.0116734590689687
GRMZM2G110306,0.24074558094833,0.0297959037352385
GRMZM5G866423,0.0302366913377193,0.0117317253335161
GRMZM2G703888,0.846972495859996,NA
GRMZM2G129879,0.00176698942951666,0.00116759742596627
GRMZM5G825854,0.395887196222312,0.0216023995656465
GRMZM2G043415,0.00178169047346034,0.000388812936071115
GRMZM2G043530,0.11835467600089,0.0100881816017838
GRMZM2G016521,0.00117561203539498,0.000391901514652446
GRMZM2G048522,0.00271407630254831,0.00124344110035437
GRMZM2G048475,0.0292046424048897,0.0107923620018895
GRMZM2G048403,0.833125863798289,NA
GRMZM2G048276,0.138047489813707,0.00869118202700036
GRMZM2G703889,0.807941989866122,NA
GRMZM5G820727,0.161978059187635,0.0105904244934234
GRMZM2G073988,0.315326548498858,NA
GRMZM2G073814,0.002322744468435,0.00104463214656837
GRMZM2G373859,0.00197790518985372,NA
GRMZM2G428554,0.252073968284593,0.0523666268837534
GRMZM2G128605,0.903333081528654,0.0336495561972019
GRMZM2G079928,0.0369928651470303,0.00575664204692161
GRMZM2G059397,0.00387737050241807,0.00228821635358148
GRMZM2G106574,0.0732931482714543,0.00485393804064136
GRMZM2G155753,0.137245377258937,0.0129805930550567
GRMZM2G055143,0.00732649729049081,0.00215921940011764
GRMZM5G817046,0.895456042495946,0.056509347631102
GRMZM2G389567,0.000506565656565657,9.34726551226551e-05
GRMZM2G108003,0.00390884489176065,0.00196993498217812
GRMZM2G108008,0.0311889910707611,0.0106114075674459
GRMZM2G151955,0.00158767269331295,NA
GRMZM2G451374,0.122897740621016,0.0260210840457365
GRMZM2G131266,0.0708361131004656,0.0392319590334524
GRMZM2G459561,0.00436957236021501,NA
GRMZM2G146945,0.884727067669173,0.0328133639515455
GRMZM2G146948,0.177282776107049,0.0521990182521987
GRMZM5G805285,0.145197153620108,0.0538721851991304
GRMZM2G146971,0.794435605299378,NA
GRMZM2G131165,0.00271478493670288,0.00105237873740061
AC186322.4_FG003,0.841835812872511,NA
AC186322.4_FG005,0.0382678476942281,NA
GRMZM2G131205,0.00209123679840138,NA
GRMZM2G131434,0.0106579710759574,NA
GRMZM2G429940,0.00256148559045,0.00100894578243353
