geneid,mm
GRMZM2G429762,0.982142857142857
GRMZM2G509699,0
GRMZM2G044629,0.00213675213675214
GRMZM2G044800,0.0476190476190476
GRMZM2G045331,0.0641025641025641
GRMZM2G045581,0.036319612590799
GRMZM2G045596,0.00218446601941748
GRMZM2G045849,0.864285714285714
GRMZM2G345667,0.0225913205794863
GRMZM2G046070,0.0150602409638554
GRMZM2G345700,0.581917631917632
GRMZM2G093632,0
GRMZM2G093603,0.608333333333333
GRMZM2G093526,0.308108108108108
GRMZM2G049538,0.44537037037037
GRMZM2G049487,0
GRMZM2G098239,0.0358017285964884
GRMZM2G098214,0.00666666666666667
GRMZM2G098187,0.191273917055167
GRMZM5G870342,0
GRMZM2G121063,0.341944444444444
GRMZM2G371375,0.00509979545031922
AC215678.3_FG008,0.932641586808253
GRMZM2G068982,0.333333333333333
GRMZM2G068967,0.0054093567251462
GRMZM2G071771,NA
GRMZM2G416045,0.00768398268398268
GRMZM2G177263,0.654755665067207
GRMZM5G818347,0.859715897000773
GRMZM5G825025,0.908608023682394
GRMZM2G111232,0.110833333333333
GRMZM2G070468,0.117873910839498
GRMZM2G329131,0.825
GRMZM2G102088,0.663022138680033
GRMZM2G102069,0.0865591397849462
GRMZM2G102000,0.422535014005602
GRMZM5G838907,0
GRMZM2G040920,0
GRMZM2G040917,0.01
GRMZM2G040878,0.267316017316017
GRMZM2G040672,0.416666666666667
GRMZM2G040493,0.545493558728853
GRMZM5G870080,0.0811913780663781
GRMZM2G130889,0.746445882747697
GRMZM5G863846,0.632596315310192
GRMZM5G851753,0.0175438596491228
GRMZM2G175362,0.196102269378131
GRMZM2G477063,0.0662754524886878
GRMZM2G401339,0.00526315789473684
GRMZM5G868433,0.209950343773873
GRMZM2G140328,0.729723442787428
GRMZM2G072614,0.00510204081632653
GRMZM2G072518,0.00935990338164251
GRMZM2G072065,0.00729483282674772
GRMZM2G072048,0.935658087431135
GRMZM2G071907,0.00589849108367627
GRMZM2G071832,0.00774915049108597
GRMZM2G090872,0.00185185185185185
GRMZM2G091118,0.00625
GRMZM2G392125,0.00280898876404494
GRMZM2G091191,0.0214285714285714
GRMZM2G053839,0.881989247311828
GRMZM2G053890,0.87184126984127
GRMZM5G851032,0.0119047619047619
GRMZM2G053909,0
GRMZM2G702932,0
GRMZM2G156638,0.839442079659471
GRMZM2G156581,0.263636363636364
GRMZM2G456132,0.474958058684352
GRMZM2G456123,0.0196592398427261
GRMZM2G156365,0.0343137254901961
GRMZM2G156356,0.197674418604651
GRMZM2G156348,0.126488821797746
GRMZM2G455978,0
GRMZM2G156227,0.0242804814233386
GRMZM2G175447,0.211538461538462
GRMZM2G477019,0.0598039215686275
GRMZM2G000397,0.00592105263157895
GRMZM2G041223,0.00270343367291885
GRMZM2G041407,0.0119047619047619
GRMZM2G702934,0.937481281820905
GRMZM2G417866,0.625
GRMZM2G374203,0.00449905863367402
GRMZM5G856943,0.671775970404806
GRMZM2G074743,0.00375891713919883
GRMZM2G074761,0.0043360433604336
GRMZM2G125669,0
GRMZM2G125679,0.6
GRMZM2G125704,0
GRMZM2G125728,0.347625318404539
GRMZM2G313020,0.423454715219421
GRMZM2G539821,0.425847457627119
GRMZM2G176225,0.0087719298245614
GRMZM2G180160,0.0435567010309278
GRMZM2G180190,0.00490609536662168
GRMZM2G149649,0.0670940170940171
GRMZM2G149556,0.00367647058823529
GRMZM2G024898,0.0100849256900212
GRMZM2G463280,NA
GRMZM2G463267,NA
GRMZM2G162266,1
GRMZM2G162230,NA
GRMZM2G076204,0
GRMZM2G377743,0
GRMZM5G843216,0.581349206349206
GRMZM2G361049,0.942857542457542
AC186195.4_FG001,0.882737782448765
GRMZM2G039776,0.0031055900621118
GRMZM2G478701,0.909734029905435
GRMZM2G478712,0.852941176470588
GRMZM2G478665,0.907864404424807
GRMZM2G025720,0.0209986772486772
GRMZM2G035685,0
GRMZM2G035719,0.640965157993022
GRMZM2G038722,0.00935776201733649
GRMZM2G038714,0
GRMZM2G342039,0.38433734939759
GRMZM2G342033,0
GRMZM2G014534,0
GRMZM2G014276,0.211022103545468
GRMZM5G886913,0.11
GRMZM2G051958,0.363095238095238
GRMZM2G354053,0.208472479901051
GRMZM2G359331,0.124829452608863
AC195235.3_FG003,0.781364218352912
GRMZM2G059689,0
GRMZM2G131280,0.403818574213311
GRMZM2G090271,0.000923361034164358
GRMZM2G090279,0.00464194373401534
GRMZM2G702942,1
GRMZM2G090332,0.00765664259982442
GRMZM2G300111,0.00468409586056645
GRMZM2G000166,0.00980392156862745
GRMZM2G092128,0.0118269530034236
GRMZM2G092190,0.844948461144793
GRMZM2G031904,NA
GRMZM2G031981,0.573761944969375
GRMZM2G032218,0.0444444444444444
GRMZM2G032260,0.325517174082748
GRMZM2G032554,0.00300481718392166
GRMZM2G032583,0.91163020051611
GRMZM2G100732,0.747948030247604
GRMZM2G169553,0
GRMZM2G162447,0.00209643605870021
GRMZM2G024312,0.00213771377137714
GRMZM2G322817,0
GRMZM2G024517,0.00754936120789779
GRMZM2G163067,0.0955882352941176
GRMZM2G098099,0.00374531835205992
GRMZM2G014005,0.931725933742193
GRMZM2G014009,0.0127032520325203
GRMZM2G014187,0.025
GRMZM2G066489,0.00211713532344054
GRMZM2G405064,0.81178107606679
GRMZM2G010011,0.610095730732257
GRMZM2G146847,0.00384615384615385
GRMZM2G146866,0.00808745219538171
GRMZM2G016705,0.0917187387775623
GRMZM2G314386,0.276263736263736
GRMZM2G017197,0.354109170170551
GRMZM2G314396,0.137366818873668
GRMZM2G314412,0.00782441602113733
GRMZM2G479665,0.049290780141844
GRMZM2G479684,0.00807823129251701
GRMZM2G054130,NA
GRMZM2G318527,0.532558139534884
GRMZM2G421256,0
GRMZM2G421279,0
GRMZM2G120717,NA
GRMZM2G120724,0
GRMZM2G356273,NA
GRMZM2G076844,0.00543708216975544
GRMZM2G076771,0.00503174603174603
GRMZM2G303147,0.5
GRMZM2G303118,0.543915343915344
AC191961.3_FG009,1
GRMZM2G129386,0.423245614035088
GRMZM2G430500,NA
GRMZM2G129399,0.00606060606060606
GRMZM2G129450,0
GRMZM2G402837,0.81013431013431
GRMZM2G102059,0
AC186904.4_FG007,0.928926282051282
GRMZM2G050262,0.936858379715523
GRMZM2G050234,0.00604175604175604
GRMZM2G050216,0
GRMZM2G045398,0.013719512195122
GRMZM2G464772,1
GRMZM2G038835,0.00395520050125313
GRMZM2G038851,0
GRMZM2G341089,0.774206349206349
GRMZM2G109869,0.00579580142080142
GRMZM2G702945,NA
GRMZM2G702948,0
GRMZM2G318408,0.000894454382826476
GRMZM2G426067,NA
GRMZM2G125494,0.718650793650794
AC217385.3_FG009,0.852941176470588
GRMZM2G153378,0
GRMZM2G164318,0.0975225225225225
GRMZM2G164340,0
GRMZM2G164378,0.127390730418472
GRMZM2G164405,0.00510135781220119
GRMZM2G164413,0.129032258064516
GRMZM2G164428,0.00314465408805031
GRMZM2G114131,0.291666666666667
GRMZM2G114186,0.00684931506849315
GRMZM2G114192,0.0295977011494253
GRMZM2G114220,0.342105263157895
GRMZM2G114276,0.0341770412659674
GRMZM2G076766,0.813629426129426
GRMZM2G080156,0.715232531938096
GRMZM2G080274,0.0827217125382263
GRMZM2G556131,0.853350656773554
GRMZM2G106921,0.00246872942725477
GRMZM2G106881,0.613395863395863
GRMZM2G003752,0.00242356450410142
GRMZM2G303135,0.00760517799352751
GRMZM2G476597,NA
GRMZM2G175728,0.19481981981982
GRMZM2G086210,0.00167781361811213
GRMZM2G086430,0.198958333333333
AC191654.3_FG004,0.352941176470588
GRMZM2G086484,0.501960784313725
GRMZM2G161902,0.0760489510489511
GRMZM2G161913,0.85547029647432
GRMZM2G042756,0.001953125
GRMZM2G368838,0.0031616982836495
GRMZM2G068128,0.675068510813022
GRMZM2G080992,0.00594771241830065
GRMZM2G081032,0
GRMZM2G081060,0.470734126984127
GRMZM2G128179,0.0232683982683983
GRMZM2G318956,0.920792079207921
GRMZM2G069525,0
GRMZM2G039455,0.241708299481409
GRMZM2G129261,0.00596175478065242
GRMZM2G117060,0.601552638678904
AC210678.3_FG004,0.972749830814347
GRMZM2G176647,0.725545981795982
GRMZM2G145968,0.808686764376824
GRMZM2G057131,0.186231884057971
GRMZM2G138886,0.0106060606060606
GRMZM2G082181,0.234738694415419
GRMZM2G384126,0.774509803921569
GRMZM2G142672,0.905754006039954
GRMZM2G142664,0
GRMZM2G041506,0.0165421724245254
GRMZM2G410728,0.0120884773662551
GRMZM2G109865,0.00245901639344262
GRMZM2G101333,0.0238095238095238
GRMZM2G101383,0.58974358974359
GRMZM2G101408,0.00158730158730159
GRMZM5G834171,1
GRMZM2G322819,0.022940074906367
GRMZM2G027891,0.0126330353341848
GRMZM2G088601,0.00277777777777778
GRMZM2G019783,0.763603763018973
GRMZM2G019863,0.51572093645724
GRMZM2G019876,0.0222222222222222
GRMZM2G020500,0.178409321175279
GRMZM2G175504,0.922270674054562
GRMZM2G174807,0
GRMZM2G047347,0.397891514324934
GRMZM2G349344,0.603817130090903
GRMZM2G388585,0.00354449472096531
GRMZM2G087678,0.00459404974110856
GRMZM2G163110,0.00301350301350301
GRMZM2G462986,0.0149859943977591
GRMZM2G036996,0.00108932461873638
GRMZM2G172795,0.00389080239826508
GRMZM2G168474,0.00545241143832693
GRMZM2G168516,0.843646174902213
GRMZM2G399862,0.00673033315890459
GRMZM2G099130,0.209045912271719
GRMZM2G144153,0.166666666666667
GRMZM2G144083,0.0218944744495222
GRMZM2G120016,0.00342015259142331
GRMZM2G143512,0.148332429609866
GRMZM2G171556,0.234238095238095
GRMZM2G469313,0.00516795865633075
GRMZM2G071253,0.0542635658914729
GRMZM2G071327,0.00420321637426901
AC214523.3_FG002,0.932330413760501
GRMZM2G044143,0.815359948793387
GRMZM2G003307,0.456140350877193
GRMZM5G825321,0.000449842555105713
GRMZM2G162271,0
GRMZM2G162276,0.0111111111111111
GRMZM2G162319,NA
GRMZM2G462258,0.853647635672523
GRMZM2G462261,0.135819757265787
GRMZM2G162333,0.00241883116883117
GRMZM2G077811,0.0824124435235546
GRMZM2G170509,0.0211640211640212
GRMZM2G170516,0.00908333333333333
GRMZM2G170520,0.0085978835978836
GRMZM2G170522,0.788641885325559
GRMZM2G132756,0.00267379679144385
GRMZM2G132774,0.00351307189542484
GRMZM2G132777,0.00723938223938224
GRMZM2G458974,0.704780361757106
GRMZM2G158657,0.0016750418760469
GRMZM2G084062,0.859796492166813
GRMZM2G129300,0.833333333333333
GRMZM2G129298,0.934615384615385
GRMZM2G121275,0
GRMZM2G121223,0.205966174348527
GRMZM2G702954,0
GRMZM2G101290,0.854506408624056
GRMZM2G101181,0.203571428571429
GRMZM2G078648,0.0123456790123457
GRMZM2G172936,0.00257731958762887
GRMZM2G411639,0.875
GRMZM2G028969,0.00914634146341463
GRMZM2G325513,0.00366300366300366
AC207188.3_FG002,0
GRMZM2G105137,0.00641025641025641
GRMZM2G139458,NA
GRMZM2G139463,0.819190241783881
GRMZM2G429035,0.00404040404040404
GRMZM2G044884,0.773583707689004
GRMZM2G044752,0.00854700854700855
GRMZM2G347027,0.00161030595813205
GRMZM2G346982,0.00610766045548654
GRMZM2G328781,0.0944372934146962
GRMZM2G026050,0
GRMZM2G175816,0.00159722222222222
GRMZM2G475678,0.00321428571428571
GRMZM5G805505,0.00555555555555556
GRMZM2G577598,NA
GRMZM2G055180,0.00436197916666667
GRMZM2G337229,0.00720188902007084
GRMZM2G086648,0.860662177328844
AC212835.3_FG001,0.147900817131586
AC212835.3_FG002,0.00140449438202247
GRMZM5G892080,NA
GRMZM5G881965,0
GRMZM5G859526,0.00562770562770563
AC212835.3_FG004,0.0126543209876543
AC212835.3_FG007,0.122306009402784
AC212835.3_FG008,0.00512356841470765
AC212835.3_FG010,0.851798196935179
