geneid,mm
GRMZM5G815009,0.134259259259259
GRMZM2G167276,0.0021551724137931
GRMZM2G019907,0.841999306915196
GRMZM2G020002,0.00475098296199214
GRMZM2G071645,0.17762962962963
GRMZM2G071705,0.00160113858743996
GRMZM2G071739,0.166666666666667
GRMZM2G071790,0.189913964442266
GRMZM2G072853,0.892538081515027
GRMZM2G073003,0.00163398692810457
GRMZM2G073376,0.108414239482201
GRMZM2G004858,0.0188983265538289
GRMZM2G101617,0.05
GRMZM2G402092,0.00476190476190476
GRMZM2G042492,0.761255411255411
GRMZM2G042364,0.00142450142450142
GRMZM2G138074,0.0124223602484472
GRMZM2G438551,0.377510040160643
GRMZM2G137942,0.868103448275862
GRMZM2G130558,0.485815602836879
GRMZM5G859099,0
AC213654.3_FG004,0.00509259259259259
AC213654.3_FG003,0.0359649122807018
GRMZM5G859195,0.276520305091734
AC213654.3_FG001,0.328265412748171
GRMZM2G702059,0.155481601731602
AC213654.3_FG006,0.883064921189921
AC213654.3_FG005,0.16837899543379
GRMZM2G139329,0.839903332942689
GRMZM2G372440,0.126177073025736
GRMZM2G372477,0.650511597544985
GRMZM2G046907,0.79291826407211
GRMZM2G046911,0.0253846153846154
GRMZM2G047021,0.0125
GRMZM2G047028,0.331858856102697
GRMZM2G047274,0.121913116123642
GRMZM2G047384,0.00322997416020672
GRMZM2G047652,0.363636363636364
GRMZM2G103135,0.291666666666667
GRMZM2G178704,0.00551547218213885
AC204515.4_FG006,0
GRMZM2G002165,0.0746769202350205
GRMZM2G302293,0.00746268656716418
AC204515.4_FG003,0.930797430242754
GRMZM2G002119,0.00215002388915432
GRMZM2G492770,NA
GRMZM2G310368,0
GRMZM2G383833,0.7864998256391
GRMZM2G532628,0.931818181818182
GRMZM2G349603,0.62188894870242
GRMZM2G005825,0.00246913580246914
GRMZM2G306143,0.0152529761904762
AC205060.2_FG002,0.96969696969697
GRMZM2G070591,0.625
GRMZM2G372156,0.954081632653061
GRMZM2G070465,NA
GRMZM2G046431,NA
GRMZM2G008109,0.00759852624606723
GRMZM2G113414,0.30625
GRMZM2G396029,0.00490196078431373
AC195244.3_FG008,NA
AC233851.1_FG008,0
GRMZM2G702070,NA
AC233851.1_FG009,0.0120634920634921
AC233851.1_FG010,0
AC233851.1_FG011,0.0114235055724417
GRMZM5G867518,0.810606060606061
GRMZM5G801031,0.172666666666667
AC233851.1_FG014,0.419444444444444
AC233851.1_FG017,0.00701722900215363
GRMZM2G091338,0.0549639917695473
GRMZM5G874840,0.235634118967452
GRMZM2G085005,0.242726807044232
GRMZM2G386261,0.18823707590204
GRMZM2G386276,0.12802439620201
GRMZM2G085392,0.00537634408602151
GRMZM2G173647,0.0906608542972179
GRMZM2G173654,0.00338983050847458
GRMZM2G702078,0.960760383226786
GRMZM2G173658,0.868650549794817
GRMZM2G022934,0.362799353424353
GRMZM2G321839,0.0191422264269946
GRMZM2G116700,0.251984126984127
GRMZM2G116670,0.0107816711590297
AC190560.2_FG002,NA
GRMZM2G116632,0.00641025641025641
GRMZM2G105224,0.00314495746594512
GRMZM2G061515,0.0112671214765456
GRMZM2G056983,NA
GRMZM2G440529,0.00240384615384615
GRMZM2G138800,0.00345622119815668
GRMZM2G138802,1
GRMZM2G322723,0.0914991334040841
GRMZM2G322728,0.00407146562735687
AC182838.3_FG006,NA
GRMZM2G364375,0.001930900702527
GRMZM5G890081,NA
GRMZM2G062283,0.266666666666667
GRMZM2G062342,0.133333333333333
AC209093.3_FG006,0.991071428571429
GRMZM2G062373,0.256218905472637
GRMZM2G062429,0.212765957446809
GRMZM2G006562,0
GRMZM2G563190,0.0451977401129944
GRMZM2G135027,0.329547780650722
GRMZM2G135054,0.121929824561404
GRMZM2G082745,0.486706717463763
GRMZM2G169782,0.0263750398581859
GRMZM2G169773,0.178660049627792
GRMZM2G055000,0.00303454715219421
GRMZM2G355343,0.0127659574468085
GRMZM2G054905,0.792010391912301
GRMZM2G054811,0.232426303854875
AC194425.3_FG005,0.00549842314548197
GRMZM2G136665,0.865530303030303
GRMZM2G436856,0.02
GRMZM2G136710,0.00466269841269841
GRMZM2G026333,0.0104575163398693
AC210529.3_FG004,0.120601851851852
GRMZM2G057140,0.891999637608573
GRMZM2G096920,0.568686189775762
GRMZM2G000615,0.169994698305591
GRMZM2G127453,0.0208333333333333
GRMZM2G093101,0.048689138576779
GRMZM2G093239,0.25
GRMZM5G817173,0.00383052378085491
GRMZM5G852454,0.955564708334595
GRMZM5G851026,0.874902735877528
GRMZM2G177259,0.0933333333333333
GRMZM5G877838,0.837
GRMZM5G888860,0
GRMZM2G047262,0.0057903344940382
AC190623.3_FG001,0.00808080808080808
AC190623.3_FG002,0.555555555555556
GRMZM2G078576,0.619548872180451
GRMZM2G039166,0.00539967755356771
GRMZM2G038953,0.734230551667923
GRMZM2G172891,NA
AC204381.3_FG001,0.932705336742437
GRMZM5G838938,0.959142283155441
AC207767.2_FG001,0.970053198771734
GRMZM2G702094,NA
GRMZM5G876242,1
GRMZM2G020865,0.923917339833254
GRMZM2G045128,0.741045411649807
GRMZM2G702100,NA
GRMZM5G899168,0.0485857034841589
GRMZM2G702103,0.966666666666667
AC197578.4_FG001,0.258620689655172
GRMZM2G582965,0.164444444444444
GRMZM2G025758,0.0654069767441861
GRMZM2G071441,0.907786714802691
GRMZM2G016068,NA
GRMZM5G871846,0.919581401882287
GRMZM2G091756,0.469153117837328
GRMZM2G016640,0.0666666666666667
GRMZM2G436020,0.00423728813559322
GRMZM2G304474,0.00868055555555556
GRMZM2G089141,0.909090909090909
GRMZM2G094090,0.631035216168399
GRMZM2G485356,0.941558441558441
GRMZM2G042412,0.00245459008345606
GRMZM5G816545,0.00122100122100122
GRMZM5G897926,0.320441313780414
GRMZM2G052365,0.794297356194538
GRMZM2G101698,0.171116504854369
GRMZM2G101760,0.312239392948775
GRMZM2G029785,0.285714285714286
GRMZM2G049759,0.601515151515152
GRMZM2G049654,0.00344827586206897
GRMZM2G320013,0.300320512820513
GRMZM2G454081,0.147285353535354
GRMZM2G152451,0.00232558139534884
GRMZM2G454085,0.856417112299465
GRMZM2G152461,0.00269541778975741
GRMZM2G152496,0.574166666666667
GRMZM5G835806,NA
GRMZM2G454225,1
AC182831.3_FG004,0.834297052154195
GRMZM2G156877,0.0340136054421769
GRMZM2G335815,0
GRMZM2G156377,0.020617962284629
GRMZM2G390221,0.704676636494818
GRMZM2G089944,0.589070048309179
GRMZM2G033359,0.0344240837696335
GRMZM2G377589,0.305757302921168
GRMZM5G844748,0
GRMZM2G147322,0.927547093603071
GRMZM2G052816,0.875242504409171
GRMZM2G028369,0.06640625
GRMZM2G128531,0.0234375
GRMZM2G048843,0
GRMZM2G409970,0.0117694805194805
GRMZM2G040881,0.339285714285714
GRMZM2G162768,0.00579710144927536
GRMZM2G162754,0.0376736111111111
GRMZM2G111657,0.133928571428571
GRMZM2G111637,0.0769230769230769
GRMZM2G549842,NA
GRMZM5G898597,0.00974025974025974
GRMZM2G166946,0.00237573099415205
GRMZM2G390160,0.419850605354807
GRMZM2G310031,0.0034219001610306
GRMZM2G035790,0.00785346861296228
GRMZM2G158807,0.00257936507936508
GRMZM2G460078,0.726691072441249
GRMZM2G702115,1
GRMZM2G059678,0.309565752313844
GRMZM2G463157,NA
GRMZM2G163407,0
GRMZM2G393716,0.891025641025641
GRMZM2G094712,0.111764705882353
GRMZM5G840538,0.00392156862745098
GRMZM2G016435,0
GRMZM2G015881,0.643796778528436
GRMZM2G014833,0.0397727272727273
GRMZM2G446220,0.0207211870255349
GRMZM2G144960,0.00171232876712329
GRMZM2G162175,0.576437339227464
GRMZM2G162238,0
GRMZM2G162274,0.888888888888889
GRMZM2G162290,0.0241686942416869
GRMZM2G162305,0.0090962441314554
AC205813.4_FG008,0.974759726646519
GRMZM2G072586,0.255291005291005
GRMZM2G452529,0.836771763946389
GRMZM2G394973,0.00366795366795367
GRMZM2G394979,0.00595238095238095
GRMZM2G095084,0.357432432432432
GRMZM2G105827,0.205882352941176
GRMZM2G105863,0.00345033846872082
GRMZM2G324886,0.0223214285714286
GRMZM2G022777,0.229037800687285
GRMZM2G022679,0.00451807228915663
GRMZM2G324806,0.950148544266191
GRMZM2G702119,0.942857142857143
GRMZM2G022253,0.00303951367781155
GRMZM2G324705,0.142329873125721
GRMZM2G430606,0.831746031746032
GRMZM2G127661,0.916666666666667
GRMZM2G127665,0.0897435897435897
GRMZM2G127695,0.00376157407407407
GRMZM2G027976,0.0085345405767941
GRMZM2G028159,0.09501221001221
GRMZM2G028234,0.00324328449328449
GRMZM2G309660,0.492753623188406
GRMZM2G352234,0.146296296296296
GRMZM2G052776,0.003584229390681
GRMZM2G022856,0.473433362753751
GRMZM2G167174,0
AC210193.4_FG002,0.000941619585687382
GRMZM2G056120,0.106399819086386
GRMZM2G055857,0.327195767195767
GRMZM2G443814,0.441860465116279
GRMZM2G409473,NA
GRMZM2G409430,0.715006617972035
GRMZM2G154165,0.740740740740741
GRMZM2G446858,0.0245459579180509
GRMZM2G140201,0.0136217948717949
GRMZM2G069694,0.00814176245210728
GRMZM2G021704,0.668840418840419
GRMZM2G317285,0.00217178086030545
GRMZM2G105425,0.794328506944759
GRMZM2G314520,0
GRMZM2G010306,0.040983606557377
GRMZM2G314546,0.55562962962963
GRMZM2G010762,0.00749063670411985
GRMZM2G010804,0.13373948149229
GRMZM2G010936,0
GRMZM2G314582,0.00255102040816327
GRMZM2G045215,0.00970873786407767
GRMZM2G045366,0.274370691037358
GRMZM2G103666,0.0428571428571429
GRMZM2G103544,0.226324237560193
GRMZM2G043926,0.0048886684303351
GRMZM2G043521,0.00133511348464619
GRMZM2G043464,0.27037037037037
GRMZM2G043212,0
GRMZM2G377090,0.951409618573798
GRMZM2G304274,0.709146055676043
GRMZM2G004617,0.427249205820634
GRMZM2G123277,0.0554421768707483
GRMZM2G127431,0.0072310405643739
GRMZM2G429274,0.814414258997746
GRMZM2G167283,0.548532943275782
GRMZM2G141299,0.00655355954757152
GRMZM2G702127,1
GRMZM2G055795,NA
AC203900.3_FG006,NA
GRMZM2G055898,0.134408315565032
GRMZM2G358830,0.00617283950617284
GRMZM2G042099,0.683367993662111
GRMZM2G042548,0.825
GRMZM2G042723,0
GRMZM2G042754,0.00111111111111111
GRMZM2G042818,0.455555555555556
GRMZM2G474326,0.0155555555555556
GRMZM2G176699,0.469422023404324
GRMZM2G128688,0.61478102189781
AC212145.4_FG002,0.966666666666667
GRMZM2G093535,0.0277777777777778
GRMZM2G394586,0.874072862174466
GRMZM2G081615,0.19047619047619
GRMZM2G156016,0.596215376701488
AC207427.3_FG005,0
GRMZM2G323622,0.614523184601925
GRMZM2G026746,0.00193080012357121
GRMZM2G039246,0
GRMZM2G477200,0.771845730027548
GRMZM2G177970,0.529411764705882
GRMZM2G177940,0.00301932367149758
GRMZM2G177929,0.00416049899920868
GRMZM5G856653,0.121498412698413
GRMZM2G177883,0.143892996576934
GRMZM5G818186,0.179572554181929
GRMZM2G057067,0.0119047619047619
GRMZM2G159105,0.64367816091954
GRMZM2G159171,0.117880036630037
GRMZM5G815165,0.0217044134727062
GRMZM2G078210,0.00820111261287732
GRMZM5G887890,1
GRMZM2G140455,0
GRMZM2G005082,0.445868945868946
GRMZM2G051151,0.04
GRMZM5G836674,0.151515151515152
GRMZM2G051288,0.0702123397435897
GRMZM2G702135,0.897727272727273
GRMZM5G879882,0.0940860215053763
AC211175.3_FG005,0.226860841423948
AC211175.3_FG006,NA
GRMZM5G886883,0.0416666666666667
GRMZM2G142553,0
AC204712.3_FG002,0
GRMZM2G111510,0.678745139001549
GRMZM2G111436,0.0197802197802198
AC204712.3_FG006,0.937166530211643
GRMZM2G158645,0.344770723104056
GRMZM2G158562,0.152771577380952
GRMZM2G031308,0.357872948231883
GRMZM2G078771,0.00523255813953488
GRMZM2G078756,0.250724637681159
GRMZM2G381025,0.0246506211180124
AC190883.2_FG005,0.875
GRMZM2G122072,0.258818342151675
GRMZM2G138152,0.562122511990933
GRMZM2G028547,0.0261904761904762
GRMZM2G330229,0.840245775729647
GRMZM2G069865,0.735995798944901
GRMZM5G800586,0.00496493170911776
GRMZM2G702140,0.893308080808081
GRMZM2G023285,0.00741252302025783
GRMZM2G022625,0.296666666666667
GRMZM2G012174,0.4073184394762
GRMZM5G886177,0.0040650406504065
GRMZM2G166759,0.285166666666667
GRMZM2G335359,0.00335460914860056
GRMZM2G040298,0.00799319727891156
GRMZM2G359670,0.012392509451333
GRMZM2G059801,0.48469207346326
GRMZM2G059795,0
GRMZM2G059753,0.0898058252427184
GRMZM2G059700,0.0125655529930623
GRMZM5G878322,0
GRMZM2G059663,1
AC191539.4_FG001,0.00935714285714286
GRMZM2G013555,0.403703703703704
GRMZM2G176841,0.446239361545484
GRMZM2G478414,0.0144927536231884
GRMZM2G176912,0
GRMZM2G014499,0.00337837837837838
GRMZM2G311313,0.850381914837855
GRMZM2G014594,NA
GRMZM2G311328,0.876923076923077
GRMZM2G311347,0.0294117647058824
GRMZM2G014770,0.0073568316215375
GRMZM2G079727,0.152691155034513
GRMZM2G079883,0
GRMZM2G079897,0.0134199134199134
GRMZM2G079904,0.213079777365492
GRMZM2G311003,0.275639857218805
GRMZM2G175444,0.00297619047619048
GRMZM2G000614,0.166945840312674
GRMZM2G406088,NA
GRMZM2G025860,0.300328243185386
GRMZM2G702144,0.887070953546109
GRMZM2G159724,0.0195609570609571
GRMZM5G828603,0.5
GRMZM2G171426,0.511627906976744
GRMZM2G171373,0.528608618014276
AC198691.3_FG005,0.933333333333333
GRMZM2G167856,0.554545454545455
GRMZM2G468111,0
GRMZM2G167829,0.00156739811912226
GRMZM2G099166,0.0940298212713144
GRMZM2G398922,NA
GRMZM5G822284,NA
GRMZM2G077307,0.271464108031272
GRMZM2G158013,0.00212737127371274
AC197055.3_FG003,0.901746507460793
GRMZM2G150450,0.032258064516129
GRMZM2G112222,0.00986312399355878
GRMZM2G112205,0.0130718954248366
GRMZM2G069229,0
GRMZM2G069061,0.656211292294506
GRMZM2G015908,0.00672123015873016
AC213769.3_FG001,0.00234734113238786
GRMZM2G116271,0.0138888888888889
GRMZM2G116282,0.0836919490765645
GRMZM2G418004,0.872149284733318
GRMZM2G161868,0.849944908919856
GRMZM2G055276,0.126225490196078
GRMZM2G387993,0.869529220779221
GRMZM2G315850,1
GRMZM2G054221,0.878028355840247
GRMZM2G054115,0.00212031558185404
GRMZM2G181135,0.0272176022176022
GRMZM2G702146,0
GRMZM2G425249,0.0133333333333333
AC207628.4_FG009,0.207843137254902
AC207628.4_FG010,0
AC207628.4_FG011,0.324074074074074
AC207628.4_FG002,NA
AC207628.4_FG003,0.761243236942331
GRMZM5G839411,0.0114942528735632
AC207628.4_FG005,0
GRMZM5G863596,0.837306113245098
GRMZM2G101405,0.0158730158730159
AC201767.3_FG003,0.0170398783606331
GRMZM2G131099,0.00581395348837209
GRMZM2G474537,0.233743863845905
GRMZM2G140409,0
GRMZM2G113319,0.826515397719026
AC186669.3_FG002,0.889741503168613
AC195154.3_FG004,0.946825396825397
GRMZM2G167809,0.155541125541126
GRMZM2G338293,0.00787981859410431
GRMZM2G036245,0.283712121212121
GRMZM2G380088,0.00915300546448087
GRMZM2G077293,0.328125
AC209831.3_FG003,0.846153846153846
GRMZM2G331723,1
GRMZM2G331720,0.00130208333333333
GRMZM2G035994,0.0121428571428571
GRMZM5G890625,0
GRMZM2G137965,0.238706367367695
GRMZM2G330298,0.671334185848252
GRMZM2G037379,0.0708754208754209
GRMZM2G088783,0.00663716814159292
GRMZM2G151124,0.645786700583076
GRMZM2G311342,0.910517412193033
GRMZM2G008764,0.00458015267175573
GRMZM2G008726,0.00666666666666667
GRMZM2G027023,0.178673178673179
GRMZM2G108318,0.0172619047619048
GRMZM2G108424,0.313179788961039
GRMZM2G111666,0.00758301404853129
GRMZM2G111611,0.204385964912281
GRMZM2G091540,0.00575840559866119
AC194298.3_FG005,0
GRMZM2G091494,0.152257799671593
GRMZM2G392345,0.00324675324675325
GRMZM2G159948,0.162790697674419
GRMZM2G159937,0.00548872180451128
GRMZM2G159924,0.8
GRMZM2G159935,1
GRMZM2G425629,0
GRMZM2G425638,0.00588235294117647
GRMZM2G418256,0.00617283950617284
GRMZM2G070348,1
GRMZM2G070356,0.0916666666666667
GRMZM2G100597,0.936428619343407
GRMZM2G107754,0.92985229471231
GRMZM2G333833,0.121399572649573
GRMZM2G035276,0.00296726890929789
GRMZM2G035222,0.0027723418134377
GRMZM5G837754,0.0555555555555556
GRMZM2G034975,0.665040577634563
GRMZM2G034932,1
GRMZM2G003838,0.965301518164351
GRMZM2G162145,0.211069775132275
GRMZM2G098569,0.166040100250627
GRMZM2G386113,0.0295698924731183
GRMZM2G126853,0.16981578246598
GRMZM2G057283,0.00505050505050505
GRMZM2G335826,0.00642479213907785
GRMZM2G041774,0.00313492063492063
GRMZM2G165099,0.00164640324214792
GRMZM2G404078,0.0095397623035814
GRMZM2G420334,0.580458083481865
AC191541.4_FG005,0.942001238301609
GRMZM2G454789,0.927320713540647
GRMZM2G702163,0.525619928252403
GRMZM2G083850,0.0112332112332112
GRMZM2G157317,0.718691298736142
GRMZM2G051683,0.00387003557375608
GRMZM5G833207,0.923961840628507
GRMZM5G808836,0
AC233882.1_FG005,0.806875627272778
GRMZM5G829563,0.893471963459097
AC233882.1_FG003,0.422957792207792
GRMZM2G469747,0.464285714285714
GRMZM2G449179,NA
GRMZM2G152057,0.569583333333333
GRMZM2G122296,0.00168350168350168
GRMZM2G055450,0.210642135642136
AC189044.2_FG005,0.0166666666666667
GRMZM2G516369,0
GRMZM2G466139,0.849315282597901
GRMZM2G007339,0.10556464811784
GRMZM5G859315,NA
GRMZM2G050697,0.0041471048513302
GRMZM2G050596,0.692523364485981
GRMZM2G050570,0
GRMZM2G349243,0.00396079016768672
GRMZM2G169654,0.0682017543859649
AC233946.1_FG004,0.0298412698412698
GRMZM5G814782,0.00496031746031746
GRMZM2G122223,0.0289351851851852
GRMZM2G109976,0.104293854293854
GRMZM2G146878,0.00485844811294511
GRMZM2G146887,0.00896656534954407
GRMZM2G146913,0.0145575013222072
GRMZM2G434541,0.00386100386100386
GRMZM2G056388,0.00449405351366136
GRMZM2G359076,0.00882352941176471
GRMZM2G055905,0.448352217607799
GRMZM2G055807,0.454435296846011
GRMZM2G447632,0.00359911406423034
GRMZM2G448672,0.823870658548745
GRMZM2G448710,0.0103785103785104
GRMZM2G497710,0.00333333333333333
GRMZM2G028568,0.111352103986665
GRMZM2G028467,0.178530936183997
GRMZM2G436804,0.836165001103904
GRMZM2G312712,0.60156223893066
GRMZM2G031993,0.0206931146712169
GRMZM2G031213,0.464184506788087
GRMZM2G415772,0.00219478737997257
GRMZM2G115390,0.608449477351916
GRMZM2G415751,0.0207880345664437
GRMZM2G020034,0.858679323069355
GRMZM2G019738,0.0544457735247209
GRMZM2G019437,0.772607504857606
GRMZM2G316223,0.909808693043333
GRMZM2G073244,0.00741308793456033
GRMZM2G073045,0.683619097405862
GRMZM2G404126,0.00444444444444444
GRMZM2G106028,0.359057334134734
GRMZM2G041275,0.230625960061444
GRMZM2G427067,0.737846156843264
GRMZM2G083629,0.0253623188405797
GRMZM5G849099,0.00280898876404494
AC233945.1_FG003,0.141371915335049
GRMZM5G863146,0.0279569892473118
GRMZM5G876520,0.252108843537415
GRMZM2G355062,0.00833333333333333
GRMZM2G054715,0.65095410954786
GRMZM2G054663,0.0266457680250784
GRMZM2G054470,0.490322871572872
GRMZM2G178227,0.856872429685897
GRMZM2G085078,0.428867574406318
GRMZM2G452801,0.00583566760037348
GRMZM2G452807,0
GRMZM2G150160,0.0185714285714286
GRMZM2G152127,0.0420168067226891
GRMZM2G475656,0.786767925561029
GRMZM5G824524,NA
GRMZM2G077375,0
GRMZM2G077401,0.00288600288600289
GRMZM2G077607,0.0345157396881535
GRMZM2G022052,0.114159891598916
GRMZM2G366520,0.00905349794238683
GRMZM2G369216,0.863095238095238
GRMZM2G127780,0.315789473684211
GRMZM2G461356,0.884957356693378
GRMZM2G012233,0.00328947368421053
GRMZM5G828362,1
GRMZM2G092152,0.0502645502645503
GRMZM2G092867,0.00946502057613169
AC229993.1_FG009,0.697739352151117
GRMZM2G423202,0.00609534206695779
GRMZM2G164628,0.00278700627537837
GRMZM5G866432,0.00546448087431694
GRMZM2G164674,0.0152921776291341
GRMZM2G076064,0.0934959349593496
GRMZM2G122584,0.00455898268398268
GRMZM2G122615,0.00536858974358974
GRMZM2G037368,0.0790023894862605
GRMZM2G037469,0.0791476407914764
GRMZM2G037644,0.276871296552148
GRMZM2G178729,0.00268817204301075
GRMZM2G000103,0.908266002470839
AC184164.2_FG004,0.757142857142857
AC184164.2_FG006,0.822578347578348
GRMZM2G300031,0.892105263157895
GRMZM2G000122,0.887614509676729
GRMZM2G059052,0.00521376477592449
GRMZM2G078926,0.435978835978836
GRMZM5G827947,NA
GRMZM2G087101,0
GRMZM2G537039,NA
GRMZM2G530440,0.763157894736842
GRMZM2G062154,0.0791666666666667
GRMZM2G521038,0.986666666666667
GRMZM2G062121,0
GRMZM2G080499,0.681859829057097
GRMZM2G080583,0.108923287711166
GRMZM2G027856,0.00860507246376812
GRMZM2G327189,0.02
GRMZM5G862131,0.162111111111111
GRMZM2G034526,0.0160919540229885
GRMZM2G346639,0.432225529100529
GRMZM2G046326,0
GRMZM5G848942,0.916666666666667
GRMZM5G804976,0.701719576719577
GRMZM2G069018,0.096100017067759
GRMZM2G059799,0.0101481851481851
GRMZM2G002548,0.551670906908939
GRMZM2G159357,0.746094013395852
GRMZM2G357667,0.652777777777778
GRMZM2G058518,0.00740740740740741
GRMZM2G437460,0.299692569335426
GRMZM2G142207,0.00883415696902067
GRMZM2G327999,0.872951612906881
GRMZM2G148796,0.618518518518518
GRMZM2G402088,0.746734101004323
GRMZM2G022931,0
AC210202.3_FG008,0.901938225708718
GRMZM2G023237,0
GRMZM2G023436,0.00111856823266219
GRMZM2G031882,0.00986842105263158
AC230013.2_FG002,0.0160844029265082
GRMZM5G816356,0.636363636363636
AC230013.2_FG007,0.175
GRMZM2G024448,0
GRMZM2G024391,0.234578754578755
GRMZM2G024348,0.118018018018018
GRMZM2G024247,0.367219387755102
GRMZM2G024144,0.0187654320987654
GRMZM2G150631,0.866533133395757
GRMZM2G151763,0.0077639751552795
GRMZM5G867983,0
GRMZM2G010211,0.94619387228426
GRMZM2G122362,0.133333333333333
GRMZM2G122335,0.392935515873016
GRMZM2G422651,0.304238547400312
GRMZM2G398364,0.934782608695652
GRMZM2G336225,0.877717391304348
GRMZM2G031400,0.250135975135975
GRMZM2G125044,0.35650816707802
GRMZM2G074821,0.274509803921569
GRMZM2G159448,0.888136050940929
GRMZM2G055585,0.0699291914116035
GRMZM2G121753,0.828571428571429
GRMZM2G123909,0.00897322741982936
GRMZM2G060156,0.035632183908046
GRMZM5G868273,0.032591725214676
GRMZM2G360021,0.0036231884057971
GRMZM5G850577,NA
GRMZM2G046458,0.00219298245614035
GRMZM2G344848,0.00186567164179104
GRMZM5G802854,0.464665523156089
GRMZM2G377563,0.84692779726554
GRMZM5G855338,1
GRMZM2G173989,0.576472925991387
GRMZM2G395466,0.466625719241998
GRMZM2G159498,0.0402930402930403
GRMZM2G152774,0.0691056910569106
GRMZM2G152686,0.581003961525963
GRMZM2G453805,0.0146396396396396
GRMZM2G382632,0.0217391304347826
GRMZM2G033576,0
GRMZM2G702204,NA
GRMZM2G070360,0.523250572956455
GRMZM2G702207,0.932432432432432
GRMZM2G117851,0.519794183545105
GRMZM2G003354,0.028435972629521
GRMZM2G003526,0.000978473581213307
GRMZM5G822563,0.72860873694207
GRMZM5G814314,0.461431029288172
AC209755.3_FG001,0.85842803030303
GRMZM2G160971,0.00689655172413793
GRMZM2G432918,0.0871913580246914
GRMZM2G417287,0.571428571428571
GRMZM2G118369,0.00892857142857143
GRMZM2G118403,0.236453201970443
GRMZM2G408462,0.00508130081300813
GRMZM2G408436,0.012987012987013
AC194972.2_FG001,0.00223214285714286
GRMZM2G122228,0.187400584575242
GRMZM5G861300,0.83675799086758
GRMZM2G150952,0.388701747448633
GRMZM2G116592,NA
GRMZM2G033515,0.0138138138138138
GRMZM2G033671,0.645594060134876
GRMZM2G330302,0.00100401606425703
AC184765.4_FG005,NA
GRMZM5G824843,0.835714285714286
GRMZM5G831142,0.455882352941176
AC194056.3_FG008,0.00433125433125433
GRMZM5G880720,0.84761207589728
GRMZM2G022311,0.00384138333576536
GRMZM2G305439,0.00231481481481481
GRMZM2G702221,0.0277777777777778
GRMZM2G004183,0.00645161290322581
GRMZM2G004362,0.00696125907990315
GRMZM2G004382,0.125555555555556
GRMZM2G058655,0
GRMZM2G047324,0
GRMZM2G047298,0.00763399530215674
GRMZM2G047255,0.0155708874458874
GRMZM2G349407,0.00847050754458162
GRMZM2G047129,0.00209643605870021
GRMZM2G466833,0.772777765123042
GRMZM2G166987,0
GRMZM2G087150,0
GRMZM2G104226,0.101098901098901
GRMZM2G375602,0.00894308943089431
GRMZM2G094736,0.0681818181818182
GRMZM2G153672,0.00446428571428571
GRMZM2G021807,0.140488360367878
GRMZM2G022915,0.0747863247863248
GRMZM2G023220,0.256688241639698
GRMZM2G061439,0
GRMZM2G064473,0.371763605496482
GRMZM5G827365,0
GRMZM5G826526,NA
GRMZM2G426922,NA
GRMZM5G842502,0
GRMZM5G882399,0.25
AC212898.2_FG006,0.455555555555556
GRMZM2G157912,0
GRMZM2G157927,0.00170940170940171
GRMZM2G458052,0
GRMZM2G370193,0
GRMZM2G067600,0.00755813953488372
GRMZM2G370175,0.0333333333333333
GRMZM2G067583,0
GRMZM2G425206,0.0514786967418546
GRMZM2G126239,0.00714285714285714
GRMZM2G126260,0.0152884940118983
GRMZM2G154016,0.954761904761905
GRMZM2G098305,0
GRMZM2G397675,0.0191592261904762
GRMZM2G473976,0.0661375661375661
GRMZM2G088436,0.764971050182445
GRMZM2G088397,0.451427639027639
GRMZM2G088299,0.37794750560708
GRMZM2G032244,0.166666666666667
GRMZM2G047961,0.213055222088836
GRMZM2G048010,0.0114285714285714
GRMZM2G348512,0.0493421052631579
GRMZM2G121878,0
GRMZM2G122028,0.000868055555555556
GRMZM2G047695,0.479397579397579
GRMZM2G057942,0.221060606060606
GRMZM2G125193,0.850631158574417
GRMZM2G029547,0.031156462585034
GRMZM2G030080,0.00610110440937509
GRMZM5G888620,0.00226256248355696
GRMZM2G143328,0
GRMZM2G099382,0.00505050505050505
GRMZM2G037431,0
GRMZM2G037322,0.0295656724228153
GRMZM2G132340,NA
GRMZM2G327357,0.00581643517474609
GRMZM2G180825,NA
GRMZM2G180815,0.46449938949939
GRMZM2G150260,0.220547945205479
GRMZM2G451116,0
GRMZM2G150280,0.00892857142857143
GRMZM2G177384,0.00573770491803279
GRMZM2G316635,0.325055295342181
GRMZM2G026930,0.0226381461675579
GRMZM2G114048,0.00867579908675799
GRMZM2G160032,0.703852750389309
GRMZM2G429899,0.665248741773132
GRMZM5G842494,0.00390720390720391
GRMZM2G130358,0
GRMZM2G130354,0.0121527777777778
GRMZM2G130333,0.00256885971171685
GRMZM2G429873,0.00952380952380952
GRMZM2G000593,0.297979191676671
GRMZM2G065203,0.0197841726618705
GRMZM2G105604,0.0619834710743802
GRMZM2G464976,0.606060606060606
GRMZM5G829741,NA
AC191748.3_FG001,0.911904761904762
GRMZM2G364528,0
GRMZM2G064283,0.865057319223986
GRMZM2G369834,0.75
GRMZM2G068690,0.0161616161616162
GRMZM2G147752,0.00552811771561772
GRMZM2G147774,0.0635889040480009
AC194039.4_FG009,0.870365079365079
GRMZM2G042332,NA
GRMZM2G370745,0.0269316730523627
GRMZM2G176943,0.00555555555555556
GRMZM2G319955,0.5
