geneid,exp
joint_Locus_44623andLocus_44623,2.04217410636183
AC205376.4_FG003,1.3130935944334
GRMZM2G024563,9.84392033797217
joint_Locus_7295andLocus_7295,9.41234586282306
GRMZM5G809265,8.56755001988072
GRMZM2G125201,0
GRMZM2G005155,0.890471908349901
GRMZM2G111923,5.54769204771372
GRMZM2G163956,0.0530572727634195
GRMZM2G332423,0.154580307753479
GRMZM2G305390,0.00129260914512922
GRMZM2G700981,2.51870775347913e-05
joint_Locus_4247andLocus_4247,34.1702234791252
joint_Locus_12115andLocus_12115,2.34233092445328
GRMZM2G040600,0.120068893836978
GRMZM2G065652,0.715667137176938
GRMZM2G382029,0
GRMZM2G373322,1.66215169715706
GRMZM2G161411,0.322910443737575
GRMZM2G140016,6.84665614314115
GRMZM2G048962,5.0725456361829
GRMZM2G028366,0.0062560382306163
joint_Locus_7973andLocus_7973,8.51585220194831
GRMZM2G004888,0.974758115308151
AC217311.3_FG001,1.52485288270378e-05
joint_Locus_56709andLocus_56709,0.223660619562624
GRMZM5G889338,0
GRMZM2G453919,0.0433161092842942
GRMZM2G109821,31.2116741550696
GRMZM2G519811,0
GRMZM2G488458,17.7686491848907
joint_Locus_2954andLocus_2954,10.376714471173
GRMZM2G119782,71.4233703777336
GRMZM2G117633,10.6024297614314
GRMZM2G091487,6.03308890656064
GRMZM2G151873,25.3691636182903
joint_Locus_5421andLocus_5421,4.05037469264414
GRMZM2G038365,231.155466898608
GRMZM5G819212,10.9022589860835
joint_Locus_18679andLocus_18679,25.2391099801193
GRMZM2G063156,5.13880398409543
GRMZM2G169261,9.42220983220676
joint_Locus_87860andLocus_87860,0.154799999224652
GRMZM2G054023,0.461990987594433
joint_Locus_35117andLocus_35117,2.00495421411531
joint_Locus_29121andLocus_29121,0.19652358250497
GRMZM2G174797,9.13760347912525
joint_Locus_5505andLocus_5505,13.3871797017893
GRMZM5G851347,0
GRMZM2G056442,0.55750727833002
AC212809.2_FG002,0.118698726023857
GRMZM2G023760,0.0131869775347913
GRMZM2G108273,2.95082724055666
GRMZM2G077596,13.912652306163
GRMZM2G112176,32.5844365805169
GRMZM2G314386,5.51660043737575
GRMZM5G800429,0.000171955467196819
GRMZM2G060465,0.206988949105368
GRMZM2G563732,0.925005545526839
GRMZM2G427635,0.374420433996024
GRMZM2G133885,16.714249582505
GRMZM2G177828,201.934828230616
GRMZM2G022293,0.0129545994035785
GRMZM2G151644,0.000457412723658052
GRMZM2G012391,31.4715902584493
joint_Locus_41418andLocus_41418,2.8410501749503
GRMZM2G053315,0.23787391610338
GRMZM2G126239,1.27821085506958
GRMZM2G337389,0.00128151387872763
GRMZM2G034575,16.2265577137177
GRMZM2G440614,14.220856500994
GRMZM2G120631,0.0102829980119284
GRMZM2G090300,36.7539562624254
GRMZM2G002124,1.2972916612326
GRMZM2G037064,3.4497335387674
GRMZM2G124276,3.91199361829026
GRMZM2G125482,2.15720964493042
GRMZM2G046676,7.66018741550696
GRMZM2G375999,0.51162195387674
GRMZM2G014154,41.9744707753479
GRMZM2G160224,0.00441533127236581
joint_Locus_177448andLocus_177448,0.411961791451292
AC207260.3_FG003,0.260351833001988
joint_Locus_25693andLocus_25693,0.189731136779324
GRMZM2G356718,0.325908785029821
GRMZM2G324727,0.302969329025845
joint_Locus_3434andLocus_3434,7.90095771033797
joint_Locus_24728andLocus_24728,0.282535526500994
GRMZM5G884722,0.323930007952286
GRMZM2G039650,9.26340739562624
GRMZM2G029912,5.79570361829026
GRMZM2G341159,1.24048730854871
GRMZM2G159950,0.660997996023857
GRMZM2G416019,13.7827851292247
GRMZM2G101179,4.21845208747515
GRMZM2G120302,9.4553565805169
GRMZM2G327703,0.040922921471173
GRMZM2G113473,6.04252304671968
GRMZM2G323936,3.54517745526839
joint_Locus_56922andLocus_56922,4.16079894234592
joint_Locus_82606andLocus_82606,3.91585472166998
joint_Locus_7018andLocus_7018,6.45314049701789
GRMZM2G014034,0.00376125089463221
GRMZM2G086530,0.00277924862823062
GRMZM5G889776,12.6841430596421
GRMZM2G040079,9.88113133200795
AC198357.3_FG002,0.000176477932405567
joint_Locus_32201andLocus_32201,5.12858828628231
GRMZM2G031568,25.8555132405567
GRMZM2G048616,10.2093810934394
GRMZM2G090122,0
GRMZM2G018806,2.04006837872763
GRMZM2G084762,2.81730795228628
GRMZM2G141244,0.00702945743538767
joint_Locus_131486andLocus_131486,0.0606185574552684
GRMZM2G100492,0.0986070994035785
GRMZM2G026015,1172.47529622266
GRMZM2G084014,2.55858133001988
GRMZM2G101689,8.43825970178926
GRMZM2G457287,1.22456669900596
GRMZM2G065596,0.614126496421471
joint_Locus_27746andLocus_27746,2.98923960707753
GRMZM2G147443,0
GRMZM2G098527,11.7727972564612
AC203571.3_FG001,1.63496218489066
GRMZM2G175480,0.0646880387673956
GRMZM5G834313,0
GRMZM2G057247,7.4551348111332
GRMZM2G099305,9.85374914512922
joint_Locus_63974andLocus_63974,2.62650142594433
GRMZM2G016066,1324.88447912525
GRMZM2G040481,0.749307865964215
GRMZM2G086906,208.934318091451
AC196008.1_FG001,0.0134952415904573
joint_Locus_22358andLocus_22358,1.66892181908549
GRMZM2G170455,0.0159315808349901
GRMZM2G077131,8.67972262425447
GRMZM2G368411,1.33256654234592
GRMZM2G052377,0.176483397415507
GRMZM2G142207,3.47682863021869
GRMZM5G814465,0.506753995029821
GRMZM2G469873,1.5028205387674
GRMZM2G131026,10.4710076739563
GRMZM2G102657,0.224627687236581
GRMZM2G072041,13.2534115308151
joint_Locus_25606andLocus_25606,6.69898363817097
GRMZM2G340282,0.556765861033797
GRMZM2G097628,0
GRMZM2G174343,0.505023303976143
GRMZM2G064328,6.40234371769384
GRMZM2G087413,1.36771172962227e-05
GRMZM2G057514,0.955115494055666
GRMZM2G156069,20.0003677932406
GRMZM2G445854,0.0607414085089463
